molregno,chembl_id,chirality,molecule_type,canonical_smiles,alogp,molecular_species,action_type
1450297,CHEMBL2220486,2,Small molecule,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,4.42,BASE,INHIBITOR
626299,CHEMBL1097999,1,Small molecule,CCNc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O,2.27,NEUTRAL,INHIBITOR
626299,CHEMBL1097999,1,Small molecule,CCNc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O,2.27,NEUTRAL,INHIBITOR
1592343,CHEMBL3039525,2,Small molecule,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,4.75,NEUTRAL,INHIBITOR
1592343,CHEMBL3039525,2,Small molecule,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,4.75,NEUTRAL,INHIBITOR
604615,CHEMBL607707,2,Small molecule,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,5.1,BASE,INHIBITOR
520121,CHEMBL482968,2,Small molecule,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,3.17,NEUTRAL,INHIBITOR
520121,CHEMBL482968,2,Small molecule,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,3.17,NEUTRAL,INHIBITOR
520121,CHEMBL482968,2,Small molecule,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,3.17,NEUTRAL,INHIBITOR
520121,CHEMBL482968,2,Small molecule,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,3.17,NEUTRAL,INHIBITOR
520121,CHEMBL482968,2,Small molecule,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,3.17,NEUTRAL,INHIBITOR
520121,CHEMBL482968,2,Small molecule,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,3.17,NEUTRAL,INHIBITOR
520121,CHEMBL482968,2,Small molecule,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,3.17,NEUTRAL,INHIBITOR
1763569,CHEMBL3301607,1,Small molecule,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,1.98,NEUTRAL,INHIBITOR
2341194,CHEMBL4303323,1,Small molecule,C[C@H](Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1,3.36,NEUTRAL,INHIBITOR
1750027,CHEMBL3265032,2,Small molecule,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,3.85,NEUTRAL,INHIBITOR
692959,CHEMBL1230609,2,Small molecule,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,5.77,NEUTRAL,INHIBITOR
692959,CHEMBL1230609,2,Small molecule,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,5.77,NEUTRAL,INHIBITOR
692959,CHEMBL1230609,2,Small molecule,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,5.77,NEUTRAL,INHIBITOR
692959,CHEMBL1230609,2,Small molecule,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,5.77,NEUTRAL,INHIBITOR
692959,CHEMBL1230609,2,Small molecule,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,5.77,NEUTRAL,INHIBITOR
692959,CHEMBL1230609,2,Small molecule,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,5.77,NEUTRAL,INHIBITOR
1449226,CHEMBL2219422,1,Small molecule,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,3.89,BASE,INHIBITOR
1626767,CHEMBL3137336,1,Small molecule,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,3.56,BASE,INHIBITOR
1763568,CHEMBL3301606,2,Small molecule,CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,3.23,NEUTRAL,INHIBITOR
1376108,CHEMBL2103838,2,Small molecule,Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F,2.94,NEUTRAL,INHIBITOR
1927003,CHEMBL3545154,2,Small molecule,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,5.38,NEUTRAL,INHIBITOR
2341085,CHEMBL4303214,2,Small molecule,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,3.85,NEUTRAL,INHIBITOR
341327,CHEMBL206834,1,Small molecule,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,5.39,BASE,INHIBITOR
341327,CHEMBL206834,1,Small molecule,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,5.39,BASE,INHIBITOR
1592320,CHEMBL3039502,1,Small molecule,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,4.48,NEUTRAL,INHIBITOR
1592320,CHEMBL3039502,1,Small molecule,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,4.48,NEUTRAL,INHIBITOR
1927004,CHEMBL3545155,2,Small molecule,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,5.08,NEUTRAL,INHIBITOR
1927004,CHEMBL3545155,2,Small molecule,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,5.08,NEUTRAL,INHIBITOR
1927004,CHEMBL3545155,2,Small molecule,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,5.08,NEUTRAL,INHIBITOR
579824,CHEMBL571546,2,Small molecule,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,3.32,NEUTRAL,INHIBITOR
311715,CHEMBL362558,2,Small molecule,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,3.42,NEUTRAL,INHIBITOR
311715,CHEMBL362558,2,Small molecule,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,3.42,NEUTRAL,INHIBITOR
1540483,CHEMBL2364611,2,Small molecule,Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1,3.51,NEUTRAL,INHIBITOR
1540498,CHEMBL2364626,2,Small molecule,CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21,5.55,NEUTRAL,INHIBITOR
1592335,CHEMBL3039517,1,Small molecule,Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,2.87,NEUTRAL,INHIBITOR
1380093,CHEMBL2107823,2,Small molecule,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1,4.03,NEUTRAL,INHIBITOR
1763572,CHEMBL3301610,2,Small molecule,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,4.94,NEUTRAL,INHIBITOR
1763572,CHEMBL3301610,2,Small molecule,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,4.94,NEUTRAL,INHIBITOR
436277,CHEMBL572878,2,Small molecule,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,3.5,NEUTRAL,INHIBITOR
616367,CHEMBL1079175,2,Small molecule,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,4.24,BASE,INHIBITOR
1172876,CHEMBL1822792,1,Small molecule,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,2.15,NEUTRAL,INHIBITOR
205165,CHEMBL124660,2,Small molecule,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,5.03,BASE,INHIBITOR
205165,CHEMBL124660,2,Small molecule,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,5.03,BASE,INHIBITOR
205165,CHEMBL124660,2,Small molecule,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,5.03,BASE,INHIBITOR
1376121,CHEMBL2103851,2,Small molecule,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,3.3,NEUTRAL,INHIBITOR
1376121,CHEMBL2103851,2,Small molecule,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,3.3,NEUTRAL,INHIBITOR
1376121,CHEMBL2103851,2,Small molecule,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,3.3,NEUTRAL,INHIBITOR
1376121,CHEMBL2103851,2,Small molecule,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,3.3,NEUTRAL,INHIBITOR
1927006,CHEMBL3545157,2,Small molecule,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,3.26,,INHIBITOR
1619524,CHEMBL3120215,1,Small molecule,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,3.22,ACID,INHIBITOR
424611,CHEMBL253969,2,Small molecule,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,3.86,BASE,INHIBITOR
2115281,CHEMBL3905910,1,Small molecule,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4Cl)oc23)[C@@H]1CO,4.32,NEUTRAL,INHIBITOR
1927132,CHEMBL3545283,0,Small molecule,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1CO,3.3,NEUTRAL,INHIBITOR
1927132,CHEMBL3545283,0,Small molecule,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1CO,3.3,NEUTRAL,INHIBITOR
1927132,CHEMBL3545283,0,Small molecule,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1CO,3.3,NEUTRAL,INHIBITOR
453228,CHEMBL507361,1,Small molecule,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,2.47,NEUTRAL,INHIBITOR
453228,CHEMBL507361,1,Small molecule,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,2.47,NEUTRAL,INHIBITOR
696704,CHEMBL1234354,1,Small molecule,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,2.25,NEUTRAL,INHIBITOR
696704,CHEMBL1234354,1,Small molecule,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,2.25,NEUTRAL,INHIBITOR
596528,CHEMBL592445,2,Small molecule,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,3.02,BASE,INHIBITOR
596528,CHEMBL592445,2,Small molecule,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,3.02,BASE,INHIBITOR
619399,CHEMBL1088751,2,Small molecule,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,4.43,NEUTRAL,INHIBITOR
436278,CHEMBL402548,1,Small molecule,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,2.64,NEUTRAL,INHIBITOR
559790,CHEMBL564829,2,Small molecule,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,2.57,NEUTRAL,INHIBITOR
559790,CHEMBL564829,2,Small molecule,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,2.57,NEUTRAL,INHIBITOR
559790,CHEMBL564829,2,Small molecule,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,2.57,NEUTRAL,INHIBITOR
559790,CHEMBL564829,2,Small molecule,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,2.57,NEUTRAL,INHIBITOR
2089491,CHEMBL3813873,2,Small molecule,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,5.23,NEUTRAL,INHIBITOR
2089491,CHEMBL3813873,2,Small molecule,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,5.23,NEUTRAL,INHIBITOR
2089491,CHEMBL3813873,2,Small molecule,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,5.23,NEUTRAL,INHIBITOR
441100,CHEMBL411907,1,Small molecule,C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C,3.13,NEUTRAL,INHIBITOR
619384,CHEMBL1090089,2,Small molecule,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,1.94,NEUTRAL,INHIBITOR
1927189,CHEMBL3545340,2,Small molecule,CNC(=O)COc1cccc(Nc2ncc(F)c(Nc3ccc4c(c3)NC(=O)C(F)(F)O4)n2)c1.O=C(O)c1ccc2ccccc2c1O,3.15,NEUTRAL,INHIBITOR
460144,CHEMBL475251,2,Small molecule,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,3.63,NEUTRAL,INHIBITOR
568340,CHEMBL558752,2,Small molecule,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,6.93,NEUTRAL,INHIBITOR
568340,CHEMBL558752,2,Small molecule,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,6.93,NEUTRAL,INHIBITOR
470511,CHEMBL521851,2,Small molecule,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,2.15,NEUTRAL,INHIBITOR
1265685,CHEMBL1922094,1,Small molecule,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,0.9,NEUTRAL,INHIBITOR
1265685,CHEMBL1922094,1,Small molecule,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,0.9,NEUTRAL,INHIBITOR
1438174,CHEMBL2177390,1,Small molecule,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,3.1,BASE,INHIBITOR
1563853,CHEMBL2387080,0,Small molecule,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,3.17,NEUTRAL,INHIBITOR
1824379,CHEMBL3360203,2,Small molecule,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,4.51,ACID,INHIBITOR
1927215,CHEMBL3545366,2,Small molecule,CCn1c(=O)c(-c2cc[nH]n2)cc2c(C)nc(N)nc21,1.09,NEUTRAL,INHIBITOR
1927215,CHEMBL3545366,2,Small molecule,CCn1c(=O)c(-c2cc[nH]n2)cc2c(C)nc(N)nc21,1.09,NEUTRAL,INHIBITOR
1927190,CHEMBL3545341,2,Small molecule,Cl.O=c1[nH]ccc2cc(OC3CCNCC3)ccc12,1.66,BASE,INHIBITOR
497877,CHEMBL514201,1,Small molecule,C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1Cc1ccc(F)cc1,3.98,NEUTRAL,INHIBITOR
714130,CHEMBL1278146,2,Small molecule,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,3.3,BASE,INHIBITOR
714130,CHEMBL1278146,2,Small molecule,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,3.3,BASE,INHIBITOR
714130,CHEMBL1278146,2,Small molecule,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,3.3,BASE,INHIBITOR
714130,CHEMBL1278146,2,Small molecule,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,3.3,BASE,INHIBITOR
714130,CHEMBL1278146,2,Small molecule,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,3.3,BASE,INHIBITOR
714130,CHEMBL1278146,2,Small molecule,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,3.3,BASE,INHIBITOR
328880,CHEMBL363648,2,Small molecule,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,6,NEUTRAL,INHIBITOR
387990,CHEMBL230011,2,Small molecule,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,2.33,NEUTRAL,INHIBITOR
387990,CHEMBL230011,2,Small molecule,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,2.33,NEUTRAL,INHIBITOR
442167,CHEMBL403989,2,Small molecule,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,7.09,BASE,INHIBITOR
442167,CHEMBL403989,2,Small molecule,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,7.09,BASE,INHIBITOR
442167,CHEMBL403989,2,Small molecule,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,7.09,BASE,INHIBITOR
442167,CHEMBL403989,2,Small molecule,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,7.09,BASE,INHIBITOR
442167,CHEMBL403989,2,Small molecule,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,7.09,BASE,INHIBITOR
442167,CHEMBL403989,2,Small molecule,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,7.09,BASE,INHIBITOR
442167,CHEMBL403989,2,Small molecule,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,7.09,BASE,INHIBITOR
568337,CHEMBL574737,1,Small molecule,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,3.84,BASE,INHIBITOR
568337,CHEMBL574737,1,Small molecule,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,3.84,BASE,INHIBITOR
568337,CHEMBL574737,1,Small molecule,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,3.84,BASE,INHIBITOR
568337,CHEMBL574737,1,Small molecule,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,3.84,BASE,INHIBITOR
568337,CHEMBL574737,1,Small molecule,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,3.84,BASE,INHIBITOR
568337,CHEMBL574737,1,Small molecule,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,3.84,BASE,INHIBITOR
452471,CHEMBL462018,1,Small molecule,CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,-1.77,ZWITTERION,INHIBITOR
1626762,CHEMBL3137331,2,Small molecule,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,2.4,NEUTRAL,INHIBITOR
1626762,CHEMBL3137331,2,Small molecule,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,2.4,NEUTRAL,INHIBITOR
1592331,CHEMBL3039513,1,Small molecule,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,3.28,NEUTRAL,INHIBITOR
619385,CHEMBL1090090,2,Small molecule,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,3.62,NEUTRAL,INHIBITOR
193962,CHEMBL119385,2,Small molecule,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,5.49,,INHIBITOR
1926876,CHEMBL3545027,0,Small molecule,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1,4.56,NEUTRAL,INHIBITOR
1926876,CHEMBL3545027,0,Small molecule,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1,4.56,NEUTRAL,INHIBITOR
1926832,CHEMBL3544983,0,Small molecule,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,5.79,BASE,INHIBITOR
1926832,CHEMBL3544983,0,Small molecule,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,5.79,BASE,INHIBITOR
1926832,CHEMBL3544983,0,Small molecule,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,5.79,BASE,INHIBITOR
586852,CHEMBL586701,0,Small molecule,Cc1ccc(C2Sc3ccccc3N=C3C2=C(O)c2ccccc23)cc1,6.25,ACID,INHIBITOR
1193367,CHEMBL1852688,2,Small molecule,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,5.35,NEUTRAL,INHIBITOR
1832976,CHEMBL3402762,2,Small molecule,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,4.01,BASE,INHIBITOR
1677558,CHEMBL3188267,2,Small molecule,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,3.43,NEUTRAL,INHIBITOR
2335152,CHEMBL4297181,1,Small molecule,CO[C@@H](C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,3.21,NEUTRAL,INHIBITOR
2335152,CHEMBL4297181,1,Small molecule,CO[C@@H](C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,3.21,NEUTRAL,INHIBITOR
1376069,CHEMBL2103799,1,Small molecule,CC[C@H](C)CC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,4.56,ACID,ACTIVATOR
171245,CHEMBL105060,1,Small molecule,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](/C=C/C(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)c(Cl)c1,6.06,NEUTRAL,ANTAGONIST
687528,CHEMBL1215661,2,Small molecule,N#Cc1c[nH]c2c(C(=O)N3CCN(CCc4ccc(F)cc4)CC3)cccc12,3.18,NEUTRAL,ANTAGONIST
714326,CHEMBL1287935,1,Small molecule,CC[C@H](Nc1cc(C)nc2c(-c3ccc(OC)cc3C)c(C)nn12)c1nc(C)no1,4.58,NEUTRAL,ANTAGONIST
1054194,CHEMBL1631540,2,Small molecule,Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,3.44,NEUTRAL,ANTAGONIST
1054194,CHEMBL1631540,2,Small molecule,Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,3.44,NEUTRAL,ANTAGONIST
1054194,CHEMBL1631540,2,Small molecule,Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,3.44,NEUTRAL,ANTAGONIST
1054194,CHEMBL1631540,2,Small molecule,Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,3.44,NEUTRAL,ANTAGONIST
